상품상태,카테고리ID,상품명,판매가,재고수량,대표 이미지 파일명,상품 상세정보,판매자 상품코드,제조사,브랜드,부가세,원산지 직접입력,배송방법,배송비 유형,기본배송비,배송비 결제방식,반품배송비,교환배송비,지역별 차등배송비 정보,옵션형태,대카테고리,중카테고리,소카테고리
렌탈상품,58400117,렌탈 커피머신 프리미엄 6991,2592960,472,8923522791_VyVylbZBDw_1756948883_img37.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 커피머신, 220V, 소비전력 1.2kW, 크기 300x400x400mm</div>",CH5917686,쿠진아트,쿠진아트,과세상품,이탈리아,화물배송,수량별,3000,착불 또는 선결제,5000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,가정용기기,커피머신
렌탈상품,52989267,렌탈 블렌더 스탠다드 5986,2724505,880,7198596019_wHdFlHnMsR_1756948883_img88.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 블렌더, 220V, 소비전력 0.7kW, 크기 200x200x450mm</div>",CH1329980,델롱기,델롱기,과세상품,독일,렌탈배송,무료,10000,선결제,5000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,양도양수,블렌더
렌탈상품,56451222,렌탈 전자레인지 스탠다드 9737,2750615,661,2857265023_tbaBvbDfzr_1756948883_img97.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 전자레인지, 220V, 소비전력 1.0kW, 크기 500x300x300mm</div>",CH1561838,키친에이드,키친에이드,과세상품,일본,렌탈배송,수량별,5000,착불 또는 선결제,0,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,양도양수,전자레인지
중고상품,55636908,양도양수 오븐 스탠다드 4758,2899033,491,7462607954_bCAoKYsaFJ_1756948883_img40.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 오븐, 220V, 소비전력 3.5kW, 크기 1200x800x600mm</div>",CH5502631,네스프레소,네스프레소,과세상품,이탈리아,직배송,무료,5000,선결제,0,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,양도양수,오븐
렌탈상품,55099258,렌탈 커피머신 스탠다드 5443,1511316,805,5193553020_yBMCnxfXuZ_1756948883_img57.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 커피머신, 220V, 소비전력 1.2kW, 크기 300x400x400mm</div>",CH2364987,보쉬,보쉬,과세상품,수입산_아시아_중국,직배송,무료,10000,선결제,15000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,양도양수,커피머신
신상품,51738315,양도양수 그릴 프리미엄 2774,1859187,936,6608203049_FGyLgQzhBV_1756948883_img21.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 그릴, 220V, 소비전력 2.5kW, 크기 700x400x200mm</div>",CH2475957,브레빌,브레빌,과세상품,일본,"택배, 소포, 등기",무료,15000,선결제,3000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,렌탈서비스,그릴
렌탈상품,56162290,렌탈 제빙기 스탠다드 7636,2536652,736,5836256806_iEjJXBnuIa_1756948883_img95.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 제빙기, 220V, 소비전력 1.5kW, 크기 600x500x800mm</div>",CH2750644,키친에이드,키친에이드,과세상품,수입산_아시아_중국,화물배송,유료,0,착불 또는 선결제,5000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,렌탈서비스,제빙기
신상품,56182346,양도양수 전자레인지 스탠다드 3041,4400374,570,4922578503_ajDAWdYUCE_1756948883_img11.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 전자레인지, 220V, 소비전력 1.0kW, 크기 500x300x300mm</div>",CH7209075,네스프레소,네스프레소,과세상품,독일,"택배, 소포, 등기",무료,10000,선결제,5000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,가정용기기,전자레인지
중고상품,53687089,양도양수 식기세척기 스탠다드 1030,1904659,232,4824345765_OUDRrJATXn_1756948883_img39.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH5659765,LG,LG,과세상품,이탈리아,직배송,유료,12000,착불 또는 선결제,15000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,렌탈서비스,식기세척기
렌탈상품,51603229,렌탈 그릴 스탠다드 3941,3389450,100,3215495170_ZVYgMqmSJI_1756948883_img92.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 그릴, 220V, 소비전력 2.5kW, 크기 700x400x200mm</div>",CH6212628,네스프레소,네스프레소,과세상품,중국,렌탈배송,무료,15000,선결제,3000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,상업용기기,그릴
신상품,51214866,양도양수 믹서 스탠다드 3612,2290162,757,2018374139_CVyExOAOMl_1756948883_img68.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 믹서, 220V, 소비전력 0.5kW, 크기 200x200x400mm</div>",CH9056140,키친에이드,키친에이드,과세상품,독일,"택배, 소포, 등기",무료,0,선결제,10000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,렌탈서비스,믹서
신상품,54973636,제빙기 프리미엄 2660,778108,618,6236021373_MeLHsxKKcd_1756948883_img62.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 제빙기, 220V, 소비전력 1.5kW, 크기 600x500x800mm</div>",CH5899588,쿠진아트,쿠진아트,과세상품,이탈리아,직배송,무료,3000,선결제,10000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,렌탈서비스,제빙기
중고상품,52591894,양도양수 냉장고 스탠다드 4181,4866244,586,1484298502_SQkNfUtCvZ_1756948883_img95.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 냉장고, 220V, 소비전력 2.0kW, 크기 1800x900x800mm</div>",CH8732334,델롱기,델롱기,과세상품,수입산_아시아_중국,직배송,무료,10000,선결제,10000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,유지보수,냉장고
신상품,53706472,그릴 스탠다드 8311,859553,566,2757418322_AsbDBwLgbn_1756948883_img47.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 그릴, 220V, 소비전력 2.5kW, 크기 700x400x200mm</div>",CH8057619,델롱기,델롱기,과세상품,이탈리아,직배송,유료,0,착불 또는 선결제,3000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,유지보수,그릴
신상품,54706664,제빙기 프리미엄 5193,2551371,598,8484600261_UzjcQFhzkp_1756948883_img35.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 제빙기, 220V, 소비전력 1.5kW, 크기 600x500x800mm</div>",CH2341688,쿠진아트,쿠진아트,과세상품,미국,렌탈배송,무료,3000,선결제,0,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,렌탈서비스,제빙기
신상품,58251504,양도양수 전자레인지 스탠다드 7613,422821,551,1447465559_oBlivzhhCt_1756948883_img81.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 전자레인지, 220V, 소비전력 1.0kW, 크기 500x300x300mm</div>",CH4482903,키친에이드,키친에이드,과세상품,중국,화물배송,유료,5000,착불 또는 선결제,0,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,가정용기기,전자레인지
중고상품,58556556,양도양수 제빙기 스탠다드 4396,3581408,515,2314263507_fdQIXBeBQQ_1756948883_img52.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 제빙기, 220V, 소비전력 1.5kW, 크기 600x500x800mm</div>",CH2292040,LG,LG,과세상품,이탈리아,직배송,수량별,10000,착불 또는 선결제,3000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,상업용기기,제빙기
중고상품,55805596,양도양수 식기세척기 스탠다드 5152,2573271,856,4146079893_eLjVgBxhOc_1756948883_img19.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH4185054,네스프레소,네스프레소,과세상품,중국,렌탈배송,수량별,12000,착불 또는 선결제,5000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,계약관리,식기세척기
신상품,58790483,양도양수 전자레인지 스탠다드 7963,1555232,556,2571679933_jJHpNPyfhc_1756948883_img27.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 전자레인지, 220V, 소비전력 1.0kW, 크기 500x300x300mm</div>",CH4954344,쿠진아트,쿠진아트,과세상품,중국,렌탈배송,무료,12000,선결제,10000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,가정용기기,전자레인지
중고상품,56288122,양도양수 커피머신 스탠다드 1235,1734256,315,9436783444_MqhUxzWhhf_1756948883_img72.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 커피머신, 220V, 소비전력 1.2kW, 크기 300x400x400mm</div>",CH4843059,네스프레소,네스프레소,과세상품,중국,화물배송,무료,0,선결제,0,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,계약관리,커피머신
렌탈상품,53689244,렌탈 냉장고 스탠다드 1110,786945,947,4589336002_aMqowkYafz_1756948883_img14.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 냉장고, 220V, 소비전력 2.0kW, 크기 1800x900x800mm</div>",CH4769771,보쉬,보쉬,과세상품,일본,화물배송,무료,5000,선결제,10000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,렌탈서비스,냉장고
렌탈상품,58197445,렌탈 식기세척기 스탠다드 6347,878743,762,7737988952_fxDaLLvwuu_1756948883_img68.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH7054096,LG,LG,과세상품,이탈리아,렌탈배송,유료,15000,착불 또는 선결제,5000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,상업용기기,식기세척기
신상품,54499402,양도양수 제빙기 프리미엄 2411,3663278,198,3470902870_vzVrzpjHdh_1756948883_img45.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 제빙기, 220V, 소비전력 1.5kW, 크기 600x500x800mm</div>",CH9116058,브레빌,브레빌,과세상품,일본,직배송,무료,10000,선결제,0,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,양도양수,제빙기
신상품,53679120,오븐 프리미엄 9284,2989260,888,5710541725_tCTZvaOpzm_1756948883_img68.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 오븐, 220V, 소비전력 3.5kW, 크기 1200x800x600mm</div>",CH7320924,네스프레소,네스프레소,과세상품,이탈리아,"택배, 소포, 등기",무료,5000,선결제,0,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,렌탈서비스,오븐
중고상품,55086008,제빙기 스탠다드 6475,3279227,412,8037187397_iaJJLtqIjX_1756948883_img40.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 제빙기, 220V, 소비전력 1.5kW, 크기 600x500x800mm</div>",CH9297159,삼성,삼성,과세상품,독일,화물배송,유료,3000,착불 또는 선결제,3000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,계약관리,제빙기
중고상품,57621866,양도양수 오븐 스탠다드 4421,1702113,220,7334549964_JiUQkdEeiA_1756948883_img33.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 오븐, 220V, 소비전력 3.5kW, 크기 1200x800x600mm</div>",CH3962882,브레빌,브레빌,과세상품,중국,화물배송,수량별,0,착불 또는 선결제,10000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,렌탈서비스,오븐
렌탈상품,50078005,렌탈 식기세척기 스탠다드 9185,3425350,351,2556648242_aYqVyNPUwg_1756948883_img99.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH3668531,삼성,삼성,과세상품,독일,렌탈배송,수량별,0,착불 또는 선결제,0,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,양도양수,식기세척기
렌탈상품,57921814,렌탈 믹서 프리미엄 3802,1842185,792,9067474580_KVoKMEveFi_1756948883_img42.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 믹서, 220V, 소비전력 0.5kW, 크기 200x200x400mm</div>",CH6234917,삼성,삼성,과세상품,독일,렌탈배송,수량별,10000,착불 또는 선결제,0,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,가정용기기,믹서
중고상품,56008058,양도양수 식기세척기 스탠다드 8647,656677,518,5740620021_PxMsrsNeTG_1756948883_img74.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH2691718,네스프레소,네스프레소,과세상품,미국,렌탈배송,수량별,5000,착불 또는 선결제,0,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,상업용기기,식기세척기
