회원ID,나이,성별,거주지,테니스_경험_연수,주_이용_시간대,선호_코치_스타일,선호_레슨_방식,경기_빈도,최근_경기_성적,선호_훈련_목표,선호_테니스_센터_유형,모바일_앱_사용_빈도,소비_성향
M953,26,F,부산 해운대구,5년 이상,주말 오전,친절한 지도,1:1,주 2회,3승 0패,취미 유지,미입력,주 1-2회,10-30만 원
M954,36,F,대전 서구,3-5년,평일 저녁,엄격한 피드백,온라인,주 1회,,대회 준비,실내 코트,매일,10-30만 원
M955,34,M,대구 달서구,0-1년,평일 저녁,친절한 지도,그룹,월 1회 미만,2승 1패,취미 유지,야외 코트,주 1회 미만,10만 원 미만
M956,45,F,부산 수영구,5년 이상,평일 오전,친절한 지도,온라인,월 1회 미만,,실력 향상,미입력,주 1회 미만,30만 원 이상
M957,37,F,서울 서초구,0-1년,평일 오후,친절한 지도,온라인,주 1회,2승 2패,대회 준비,야외 코트,주 1-2회,10-30만 원
M958,27,기타,서울 강남구,1-3년,주말 오전,엄격한 피드백,온라인,주 2회,0승 1패,대회 준비,실내 코트,주 1회 미만,30만 원 이상
M959,40,기타,서울 영등포구,5년 이상,평일 오전,엄격한 피드백,온라인,주 2회,1승 2패,체력 증진,실내 코트,미사용,30만 원 이상
M960,35,F,부산 남구,5년 이상,평일 저녁,친절한 지도,그룹,월 1회 미만,,대회 준비,시설 완비,미사용,10-30만 원
M961,40,F,광주 북구,5년 이상,평일 오후,친절한 지도,온라인,월 2-3회,2승 2패,대회 준비,시설 완비,미사용,10만 원 미만
M962,30,F,대구 수성구,5년 이상,평일 저녁,엄격한 피드백,그룹,월 1회 미만,,취미 유지,시설 완비,미사용,10만 원 미만
M963,35,F,부산 수영구,0-1년,평일 오후,동기부여 중심,온라인,월 2-3회,,실력 향상,접근성,주 1회 미만,30만 원 이상
M964,37,F,서울 서초구,1-3년,평일 오전,친절한 지도,온라인,월 2-3회,1승 3패,취미 유지,실내 코트,주 1-2회,30만 원 이상
M965,42,F,광주 광산구,3-5년,평일 저녁,미입력,1:1,월 1회 미만,0승 1패,취미 유지,실내 코트,주 1-2회,30만 원 이상
M966,21,M,부산 해운대구,1-3년,평일 오전,엄격한 피드백,온라인,주 2회,,취미 유지,시설 완비,매일,10만 원 미만
M967,32,F,강원 원주시,0-1년,평일 저녁,미입력,그룹,월 1회 미만,,실력 향상,접근성,주 1-2회,30만 원 이상
M968,36,M,서울 마포구,5년 이상,주말 오전,엄격한 피드백,1:1,월 2-3회,3승 2패,체력 증진,미입력,미사용,30만 원 이상
M969,36,M,광주 광산구,0-1년,평일 오후,동기부여 중심,온라인,주 1회,1승 2패,체력 증진,접근성,미사용,10만 원 미만
M970,22,M,서울 서초구,1-3년,평일 오전,엄격한 피드백,1:1,주 2회,1승 0패,체력 증진,야외 코트,미사용,10-30만 원
M971,47,F,대전 서구,3-5년,평일 저녁,친절한 지도,온라인,월 1회 미만,,취미 유지,야외 코트,주 1회 미만,30만 원 이상
M972,46,F,강원 원주시,3-5년,주말 오전,친절한 지도,그룹,주 2회,3승 0패,대회 준비,접근성,미사용,10-30만 원
M973,45,F,서울 서초구,5년 이상,평일 오후,친절한 지도,그룹,주 2회,1승 3패,실력 향상,실내 코트,미사용,30만 원 이상
M974,45,M,대구 수성구,0-1년,평일 오전,엄격한 피드백,온라인,월 2-3회,,취미 유지,접근성,미사용,30만 원 이상
M975,57,M,서울 송파구,5년 이상,평일 저녁,미입력,그룹,월 2-3회,0승 3패,실력 향상,야외 코트,매일,10만 원 미만
M976,49,M,서울 송파구,3-5년,평일 저녁,친절한 지도,온라인,월 2-3회,1승 3패,체력 증진,시설 완비,주 1-2회,10-30만 원
M977,39,F,서울 강남구,3-5년,주말 오전,엄격한 피드백,온라인,월 1회 미만,,실력 향상,실내 코트,주 1-2회,30만 원 이상
M978,37,M,서울 강남구,3-5년,평일 오전,친절한 지도,1:1,월 2-3회,0승 1패,취미 유지,접근성,주 1회 미만,10-30만 원
M979,49,M,대구 달서구,3-5년,평일 저녁,친절한 지도,1:1,월 2-3회,1승 1패,대회 준비,야외 코트,미사용,30만 원 이상
M980,43,F,서울 강남구,3-5년,평일 저녁,친절한 지도,1:1,주 2회,2승 3패,체력 증진,미입력,미사용,30만 원 이상
M981,38,M,경기 성남시,3-5년,주말 저녁,동기부여 중심,온라인,월 1회 미만,3승 1패,취미 유지,실내 코트,매일,30만 원 이상
M982,23,F,부산 수영구,5년 이상,평일 저녁,동기부여 중심,온라인,월 2-3회,0승 1패,체력 증진,실내 코트,주 1-2회,10만 원 미만
M983,23,F,부산 남구,5년 이상,평일 오전,동기부여 중심,1:1,월 1회 미만,1승 3패,체력 증진,접근성,미사용,10-30만 원
M984,35,M,서울 영등포구,0-1년,평일 오후,엄격한 피드백,1:1,월 2-3회,,체력 증진,시설 완비,미사용,30만 원 이상
M985,36,M,부산 남구,3-5년,주말 저녁,친절한 지도,온라인,주 1회,,체력 증진,실내 코트,주 1-2회,10-30만 원
M986,39,M,서울 강남구,3-5년,주말 오전,엄격한 피드백,1:1,월 2-3회,,체력 증진,야외 코트,매일,10만 원 미만
M987,23,F,인천 연수구,1-3년,주말 저녁,친절한 지도,온라인,월 2-3회,3승 1패,실력 향상,야외 코트,미사용,30만 원 이상
M988,42,M,인천 남동구,1-3년,평일 저녁,친절한 지도,온라인,주 1회,,대회 준비,야외 코트,주 1회 미만,10-30만 원
M989,41,F,부산 수영구,3-5년,평일 오후,동기부여 중심,그룹,주 2회,0승 2패,체력 증진,야외 코트,주 1회 미만,10만 원 미만
M990,48,F,인천 연수구,1-3년,주말 오전,동기부여 중심,1:1,월 1회 미만,,취미 유지,접근성,매일,10만 원 미만
M991,36,M,대구 수성구,3-5년,평일 오후,엄격한 피드백,1:1,주 1회,3승 3패,대회 준비,시설 완비,주 1-2회,10-30만 원
M992,24,M,강원 원주시,0-1년,주말 오전,친절한 지도,1:1,주 1회,0승 1패,취미 유지,미입력,주 1회 미만,10만 원 미만
M993,23,M,서울 강남구,0-1년,평일 오후,친절한 지도,온라인,월 2-3회,0승 1패,체력 증진,접근성,주 1회 미만,10만 원 미만
M994,34,M,광주 북구,3-5년,주말 저녁,친절한 지도,1:1,월 1회 미만,,실력 향상,야외 코트,주 1회 미만,10-30만 원
M995,31,M,제주 서귀포시,3-5년,평일 오후,엄격한 피드백,1:1,월 2-3회,0승 1패,체력 증진,야외 코트,미사용,10-30만 원
M996,28,M,대구 수성구,0-1년,주말 오전,친절한 지도,1:1,주 2회,2승 2패,실력 향상,실내 코트,매일,10-30만 원
M997,33,F,서울 송파구,1-3년,주말 오전,동기부여 중심,1:1,주 1회,3승 2패,실력 향상,시설 완비,주 1-2회,10만 원 미만
M998,30,M,제주 서귀포시,5년 이상,주말 저녁,엄격한 피드백,1:1,월 1회 미만,,취미 유지,접근성,매일,30만 원 이상
M999,27,M,대구 수성구,1-3년,주말 오전,엄격한 피드백,그룹,주 1회,1승 1패,체력 증진,야외 코트,주 1회 미만,10만 원 미만
M1000,43,M,인천 연수구,3-5년,주말 오전,친절한 지도,그룹,주 2회,3승 2패,취미 유지,접근성,주 1-2회,30만 원 이상
